scenario,search_location,hotel_name,stars_clean,district,address,room_class,room_type,bed_class,bed_type,rooms,final_price,original_price,discount_percent,rating_clean,review_count,location_clean,distance_km,free_cancel_bool,breakfast_bool,badge_clean,adults,children,total_guests,check_in
Random_2A_0C_1R,Ho Chi Minh,Tago Amber,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Ban Công,Double/Large,1 giường đôi cực lớn,1,856800,1785000,52,8.2,66,,1.1,0,0,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,Tago NTT,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,960000,1200000,20,8.5,2,10,2.4,1,0,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Tago NTT,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,1040000,1300000,20,8.5,2,10,2.4,1,0,No Deal,2,1,3,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Tài Phong,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,500000,500000,0,,,,0.45,0,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Tài Phong,0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,1000000,1000000,0,,,,0.45,0,0,No Deal,4,0,4,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Taibo-house,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Apartment/Studio,Studio,Double/Large,1 giường đôi lớn,1,430000,430000,0,8.3,107,9.5,0.5,1,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Tan Da Hotel,1,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1,649000,649000,0,6.8,46,,4.7,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Tan Da Hotel,1,Quận 5,"Quận 5, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình,Double/Large,"3 giường (2 giường đơn, 1 giường đôi lớn)",1,798000,798000,0,6.8,46,,4.7,0,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Tan Da Hotel,1,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,963640,963640,0,6.8,46,,4.7,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Tan Da Hotel,1,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1130820,1130820,0,6.8,46,,4.7,0,0,No Deal,5,0,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,Tan Da Hotel,1,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1279820,1279820,0,6.8,46,,4.7,0,0,No Deal,4,2,6,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Tan Da Hotel,1,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn 2 Giường Đơn,Single/Twin,Phòng Tiêu Chuẩn 2 Giường Đơn,3,1523727,1523727,0,6.8,46,,4.7,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Tan Da Hotel,1,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn 2 Giường Đơn,Single/Twin,Phòng Tiêu Chuẩn 2 Giường Đơn,4,2172727,2172727,0,6.8,46,,4.7,0,0,No Deal,6,1,7,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Tan Hoang Long Hotel,0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,Double/Large,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,1,420000,420000,0,6.8,56,,2.6,1,0,No Deal,2,1,3,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Tan Hoang Long Hotel,0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,Double/Large,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,2,840000,840000,0,6.8,56,,2.6,1,0,No Deal,4,0,4,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Tan Hoang Long Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Standard/Superior,Phòng Tiêu chuẩn Giường Đôi (Không có Cửa sổ),Double/Large,1 giường đôi lớn,1,930000,930000,0,8.3,369,9.7,0.5,0,0,No Deal,2,0,2,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Tan Hoang Long Hotel,0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ Queen,Double/Large,1 giường đôi lớn,2,1330000,1330000,0,6.8,56,,2.6,1,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Tan Hoang Long Hotel,0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,Double/Large,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,4,1820000,1820000,0,6.8,56,,2.6,1,0,No Deal,6,1,7,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Tan Hoang Long Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Standard/Superior,Phòng Tiêu chuẩn Giường Đôi (Không có Cửa sổ),Double/Large,2 giường đôi lớn,1,1860000,1860000,0,8.3,369,9.7,0.5,0,0,No Deal,3,0,3,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Tan Hoang Long Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,3010000,3010000,0,8.3,369,9.7,0.5,0,0,No Deal,5,0,5,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Tan Hoang Long Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Standard/Superior,Phòng Tiêu chuẩn Giường Đôi (Không có Cửa sổ),Double/Large,1 giường đôi lớn,3,3230000,3230000,0,8.3,369,9.7,0.5,0,0,No Deal,4,0,4,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Tan Hoang Long Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh (Japanese Area)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,4,4160000,4160000,0,8.3,369,9.7,0.5,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Tan Son Nhat Saigon Hotel,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite Deluxe,Double/Large,1 giường đôi cực lớn,1,2804878,2804878,0,8.2,332,,4.2,1,1,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Tan Son Nhat Saigon Hotel,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite Deluxe,Double/Large,1 giường đôi cực lớn,1,2988878,2988878,0,8.2,332,,4.2,1,1,No Deal,2,1,3,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Tan Son Nhat Saigon Hotel,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite Deluxe,Double/Large,2 giường đôi cực lớn,1,5609756,5609756,0,8.2,332,,4.2,1,1,No Deal,4,0,4,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Ho Chi Minh,Tan Son Nhat Saigon Hotel,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite Deluxe,Double/Large,2 giường đôi cực lớn,2,5793756,5793756,0,8.2,332,,4.2,1,1,No Deal,2,3,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,Tan Son Nhat Saigon Hotel,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite Deluxe,Double/Large,2 giường đôi cực lớn,2,5977756,5977756,0,8.2,332,,4.2,1,1,No Deal,4,2,6,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Tan Son Nhat Saigon Hotel,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite Deluxe,Double/Large,3 giường đôi cực lớn,3,8414634,8414634,0,8.2,332,,4.2,1,1,No Deal,5,0,5,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Tan Thu Do 2 Hotel 新首都2飯店,2,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng 3 Người,Double/Large,2 giường đôi lớn,1,700000,700000,0,7,41,,3.6,1,0,No Deal,3,0,3,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,1352143,1352143,0,9.6,17,9.9,0.25,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 2 Giường Đơn Có Tầm Nhìn,Single/Twin,Phòng 2 Giường Đơn Có Tầm Nhìn,2,1851660,4114800,55,9.6,17,9.9,0.25,0,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,2,2632704,2632704,0,9.6,17,9.9,0.25,0,0,No Deal,4,0,4,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình,Double/Large,1 giường đôi lớn,1,3943793,3943793,0,9.6,17,9.9,0.25,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,3,4056428,4056428,0,9.6,17,9.9,0.25,0,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Deluxe Gia đình,Double/Large,"3 giường (2 giường đơn, 1 giường đôi lớn)",1,5400675,12001500,55,9.6,17,9.9,0.25,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 2 Giường Đơn Có Tầm Nhìn,Single/Twin,Phòng 2 Giường Đơn Có Tầm Nhìn,3,5554980,12344400,55,9.6,17,9.9,0.25,0,0,No Deal,5,0,5,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 2 Giường Đơn Có Tầm Nhìn,Single/Twin,Phòng 2 Giường Đơn Có Tầm Nhìn,2,7252335,16116300,55,9.6,17,9.9,0.25,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,TAO DAN hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 2 Giường Đơn Có Tầm Nhìn,Single/Twin,Phòng 2 Giường Đơn Có Tầm Nhìn,4,7406640,16459200,55,9.6,17,9.9,0.25,0,0,No Deal,6,1,7,12/23/2025
Random_1A_0C_1R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi lớn,1,1811892,1811892,0,8.4,34,,,0,1,No Deal,1,0,1,12/23/2025
Random_1A_0C_1R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi lớn,1,1825840,1825840,0,8.4,34,,,0,1,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Standard/Superior,Japan Room,Double/Large,2 giường đôi,1,1895052,1895052,0,8.4,34,,,0,1,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Standard/Superior,Japan Room,Double/Large,2 giường đôi,1,1909526,1909526,0,8.4,34,,,0,1,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,2730000,2730000,0,8.4,34,,,0,1,No Deal,2,1,3,12/23/2025
Random_2A_2C_1R_Ages(10_15),Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,3030000,3030000,0,8.4,34,,,0,1,No Deal,2,2,4,12/23/2025
Random_2A_0C_2R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,2,3623784,3623784,0,8.4,34,,,0,1,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,5160000,5160000,0,8.4,34,,,0,1,No Deal,3,0,3,12/23/2025
Random_4A_2C_2R_Ages(9_7),Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,2,5460000,5460000,0,8.4,34,,,0,1,No Deal,4,2,6,12/23/2025
Random_4A_0C_3R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Standard/Superior,Japan Room,Double/Large,6 giường đôi,3,5685157,5685157,0,8.4,34,,,0,1,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,2,7740000,7740000,0,8.4,34,,,0,1,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Binh Duong,TC Hotel Binh Duong New City,4,Binh Duong,Ga Phú Trung,Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,4,10320000,10320000,0,8.4,34,,,0,1,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Vung Tau,TDMAISON Hotel & Apartment,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1,700000,700000,0,9.4,16,9.4,1.2,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Vung Tau,TDMAISON Hotel & Apartment,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Tiêu Chuẩn 4 Người,Double/Large,2 giường đôi lớn,1,1000000,1000000,0,9.4,16,9.4,1.2,0,0,No Deal,3,0,3,12/23/2025
Random_5A_0C_2R,Vung Tau,TDMAISON Hotel & Apartment,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,2,1700000,1700000,0,9.4,16,9.4,1.2,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,TDMAISON Hotel & Apartment,4,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Tiêu Chuẩn 4 Người,Double/Large,4 giường đôi lớn,4,2000000,2000000,0,9.4,16,9.4,1.2,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Teddy Apartment at Sky Center Luxury,4,Quận Tân,"Quận Tân Bình, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,"3 giường (1 giường đôi rất lớn, 2 giường sofa)",1,750000,750000,0,7.9,204,,4.9,0,0,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,TeeUp Home - Infinity Pool Signature,4,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,"3 giường (1 giường sofa, 2 giường đôi lớn)",1,2277000,3300000,31,8.2,241,,1.5,0,0,Ưu Đãi Cuối Năm,2,1,3,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Ho Chi Minh,TeeUp Home - Infinity Pool Signature,4,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Apartment/Studio,Căn Hộ Studio,Double/Large,1 giường đôi lớn,2,3726000,5400000,31,8.2,241,,1.5,0,0,Ưu Đãi Cuối Năm,2,3,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,TeeUp Home - Infinity Pool Signature,4,Quận 4,"Quận 4, TP. Hồ Chí Minh (Bach Dang Riverside)",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,"3 giường (1 giường sofa, 2 giường đôi lớn)",4,5175000,7500000,31,8.2,241,,1.5,0,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Terra Royal Apartment D3 - 1 2 BR at City Center,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"3 giường (1 giường đơn, 2 giường đôi lớn)",2,4230769,7834758,46,5.9,8,,2.1,0,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Thadico 3 Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 4 Người,Double/Large,2 giường đôi lớn,1,4500000,4500000,0,,,,0.35,0,0,No Deal,2,0,2,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Thadico 3 Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 4 Người,Double/Large,4 giường đôi lớn,2,9000000,9000000,0,,,,0.35,0,0,No Deal,5,0,5,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Thadico 3 Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,2,9000000,9000000,0,,,,0.35,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Thadico 3 Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 4 Người,Double/Large,6 giường đôi lớn,3,13500000,13500000,0,,,,0.35,0,0,No Deal,5,0,5,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Thadico 3 Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,3 giường đôi lớn,3,13500000,13500000,0,,,,0.35,0,0,No Deal,4,0,4,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Thadico 3 Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 4 Người,Double/Large,8 giường đôi lớn,4,18000000,18000000,0,,,,0.35,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,323950,1045000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,368900,1190000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,2,1,3,12/23/2025
Random_3A_0C_1R,Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng 4 Người,Double/Large,2 giường đôi lớn,1,517700,1670000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,3,0,3,12/23/2025
Random_4A_0C_2R,Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,647900,2090000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_4A_2C_2R_Ages(9_7),Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,737800,2380000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,4,2,6,12/23/2025
Random_1A_3C_1R_Ages(14_4_3),Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Family/Large,Phòng Gia Đình,Double/Large,3 giường đôi lớn,1,775000,2500000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,1,3,4,12/23/2025
Random_5A_0C_2R,Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,841650,2715000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_5A_0C_3R,Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,3,971850,3135000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Vung Tau,Thái Bình Hotel Vũng Tàu,3,Vung Tau,Vũng Tàu,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,4,1295800,4180000,69,9,2,10,1.3,0,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Thai Dat Hotel,1,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior 2 Giường Đơn,Single/Twin,Phòng Superior 2 Giường Đơn,1,414000,414000,0,6,41,,4.5,0,0,No Deal,3,0,3,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Thai Dat Hotel,1,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,2,774000,774000,0,6,41,,4.5,0,0,No Deal,5,0,5,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Thai Dat Hotel,1,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3,980553,980553,0,6,41,,4.5,1,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Thai Dat Hotel,1,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3,1080000,1080000,0,6,41,,4.5,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Thai Dat Hotel,1,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior 2 Giường Đơn,Single/Twin,Phòng Superior 2 Giường Đơn,4,1494000,1494000,0,6,41,,4.5,0,0,No Deal,6,1,7,12/23/2025
Random_1A_0C_1R,Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,508400,1640000,69,,,,,0,0,Ưu Đãi Cuối Năm,1,0,1,12/23/2025
Random_2A_1C_1R_Ages(10),Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,553350,1785000,69,,,,,0,0,Ưu Đãi Cuối Năm,2,1,3,12/23/2025
Random_3A_0C_1R,Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng 3 Người,Double/Large,"3 giường (2 giường đơn, 1 giường đôi lớn)",1,759500,2450000,69,,,,,0,0,Ưu Đãi Cuối Năm,3,0,3,12/23/2025
Random_4A_0C_1R,Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng 4 Người,Double/Large,2 giường đôi,1,1013700,3270000,69,,,,,0,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_4A_0C_2R,Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,1016800,3280000,69,,,,,0,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_4A_2C_2R_Ages(9_7),Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,1106700,3570000,69,,,,,0,0,Ưu Đãi Cuối Năm,4,2,6,12/23/2025
Random_5A_0C_2R,Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,1267900,4090000,69,,,,,0,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2,1522100,4910000,69,,,,,0,0,Ưu Đãi Cuối Năm,2,3,5,12/23/2025
Random_5A_0C_3R,Binh Duong,Thái Dương Hotel,0,Binh Duong,Thuận An,Standard/Superior,Phòng 3 Người,Double/Large,"3 giường (2 giường đơn, 1 giường đôi lớn)",3,1776300,5730000,69,,,,,0,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
